No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1094,RGP,"Resources Connection, Inc.",520237536,15.47,0.52%,808225000
1095,FUBO,fuboTV Inc.,519492972,1.78,-3.26%,1091051000
1096,AVD,American Vanguard Corporation,519176515,17.65,3.82%,585065000
1097,FRPH,"FRP Holdings, Inc.",516047109,54.30,-0.09%,38888000
1098,LEGH,Legacy Housing Corporation,514380020,21.10,-2.76%,249944000
1099,HSII,"Heidrick & Struggles International, Inc.",512506284,25.59,-0.78%,1040168000
1100,PFC,Premier Financial Corp.,511629256,14.32,-2.72%,282017000
1101,DCO,Ducommun Incorporated,511207875,41.75,,730247000
1102,CCAP,"Crescent Capital BDC, Inc.",511078085,13.79,0.29%,129618000
1103,SES,SES AI Corporation,511008792,1.46,1.39%,
1104,NSTC,Northern Star Investment Corp. III,511000020,10.23,0.10%,
1105,MCS,The Marcus Corporation,510250403,16.11,-0.62%,697428000
1106,CEVA,"CEVA, Inc.",510234640,21.79,0.32%,128992000
1107,CVLG,"Covenant Logistics Group, Inc.",509336986,39.43,0.97%,1192124000
1108,FC,Franklin Covey Co.,509228928,36.76,-0.81%,276107000
1109,AUTL,Autolus Therapeutics plc,508840524,2.94,6.91%,7486000
1110,THCH,TH International Limited,508303160,3.17,-7.58%,145059364
1111,CCBG,"Capital City Bank Group, Inc.",507587094,29.82,-1.55%,220918000
1112,ANAB,"AnaptysBio, Inc.",506700136,19.13,1.06%,10691000
1113,CCV,Churchill Capital Corp V,506500000,10.13,-0.07%,
1114,TSE,Trinseo PLC,505403794,14.38,-3.81%,4575100000
1115,ASPN,"Aspen Aerogels, Inc.",504096652,7.19,-3.49%,187543000
1116,PROC,Procaps Group S.A.,502066800,4.45,-2.84%,409920000
1117,CFB,"CrossFirst Bankshares, Inc.",502044198,10.33,-1.24%,208854000
1118,BVH,Bluegreen Vacations Holding Corporation,501433568,29.36,0.58%,943445000
1119,CLDT,Chatham Lodging Trust,501241378,9.94,-1.39%,307580000
1120,NOA,North American Construction Group Ltd.,501240922,18.98,-0.58%,605386232
1121,VVI,Viad Corp,500834936,24.04,0.63%,1210742000
1122,OCUL,"Ocular Therapeutix, Inc.",500757236,6.46,1.41%,51680000
1123,BW,"Babcock & Wilcox Enterprises, Inc.",500561821,5.64,0.71%,943013000
1124,SIRE,Sisecam Resources LP,499746952,25.24,1.00%,763800000
1125,DBI,Designer Brands Inc.,498033824,7.67,-4.36%,3315428000
1126,MPX,Marine Products Corporation,497969142,14.46,-1.97%,423297000
1127,TCMD,"Tactile Systems Technology, Inc.",497947480,21.43,3.08%,257653000
1128,TBI,"TrueBlue, Inc.",497615336,16.04,-0.31%,2167957000
1129,YSG,Yatsen Holding Limited,497230611,0.89,1.07%,521188355
1130,TIPT,Tiptree Inc.,496021050,13.50,1.96%,1454474000
1131,STOK,"Stoke Therapeutics, Inc.",495794970,11.22,0.90%,14556000
1132,PGC,Peapack-Gladstone Financial Corporation,495467500,27.50,-0.97%,244707000
1133,SFWL,Shengfeng Development Limited,495224000,6.01,-9.08%,370325000
1134,DWAC,Digital World Acquisition Corp.,494530190,13.29,0.83%,
1135,ZEUS,"Olympic Steel, Inc.",492501800,44.24,-0.58%,2436733000
1136,CLOV,"Clover Health Investments, Corp.",492307081,1.02,-3.77%,3130083000
1137,TNYA,"Tenaya Therapeutics, Inc.",492162464,7.36,1.94%,
1138,FMBH,"First Mid Bancshares, Inc.",491461866,23.94,-0.50%,258945000
1139,FATE,"Fate Therapeutics, Inc.",489954790,4.98,1.84%,136866000
1140,ALTG,Alta Equipment Group Inc.,489729353,15.13,-0.53%,1779600000
1141,OBE,Obsidian Energy Ltd.,489310392,5.93,-0.17%,564782609
1142,AGEN,Agenus Inc.,488426400,1.40,-1.41%,94986000
1143,MCFT,"MasterCraft Boat Holdings, Inc.",488118870,27.90,-3.43%,713132000
1144,ACCO,ACCO Brands Corporation,487875436,5.14,-1.34%,1908600000
1145,EZPW,"EZCORP, Inc.",487678391,8.80,,971999000
1146,OMGA,"Omega Therapeutics, Inc.",486954435,8.85,0.57%,2322000
1147,QNST,"QuinStreet, Inc.",486518123,8.99,3.33%,596814000
1148,SHCR,"Sharecare, Inc.",486092549,1.36,-2.86%,457999000
1149,SGU,"Star Group, L.P.",485975490,13.65,0.81%,2121549000
1150,FCBC,"First Community Bankshares, Inc.",485865996,25.26,-1.64%,147140000
1151,DGICB,Donegal Group Inc.,482557359,13.43,-6.35%,865339600
1152,TBLD,Thornburg Income Builder Opportunities Trust,482511776,15.04,0.20%,
1153,VPG,"Vishay Precision Group, Inc.",481572459,35.41,2.79%,363779000
1154,RBBN,Ribbon Communications Inc.,481346233,2.83,0.35%,832721000
1155,HOV,"Hovnanian Enterprises, Inc.",480134212,90.99,-1.19%,2872284000
1156,ACRE,Ares Commercial Real Estate Corporation,479447704,8.78,-1.01%,109327000
1157,UVE,"Universal Insurance Holdings, Inc.",479430000,15.75,-0.06%,1251684000
1158,THRX,"Theseus Pharmaceuticals, Inc.",479341500,11.00,1.85%,
1159,HCI,"HCI Group, Inc.",478490652,55.66,-1.38%,501552000
1160,LILM,Lilium N.V.,478159163,1.20,2.56%,
1161,CINT,CI&T Inc,477715969,3.57,2.00%,446001741
1162,CTLP,"Cantaloupe, Inc.",477111168,6.58,-1.50%,237499000
1163,LQDT,"Liquidity Services, Inc.",477064670,15.55,0.84%,298803000
1164,VINP,Vinci Partners Investments Ltd.,476556301,8.71,1.87%,80527660
1165,WEAV,"Weave Communications, Inc.",476388654,7.14,8.35%,148410000
1166,CLSK,"CleanSpark, Inc.",475539157,4.22,0.24%,127565665
1167,CYH,"Community Health Systems, Inc.",474532882,3.47,-2.53%,12209000000
1168,DHIL,"Diamond Hill Investment Group, Inc.",474118313,159.61,-0.71%,146230136
1169,LEU,Centrus Energy Corp.,472944550,30.55,-3.57%,325400000
1170,FDUS,Fidus Investment Corporation,471406166,18.86,0.19%,102675000
1171,DGICA,Donegal Group Inc.,470375110,14.46,-2.43%,865339600
1172,IGMS,"IGM Biosciences, Inc.",468676622,10.85,-3.73%,1591000
1173,CAN,Canaan Inc.,467418020,2.48,-0.40%,628250646
1174,CPAC,Cementos Pacasmayo S.A.A.,466636630,5.45,,
1175,AURA,"Aura Biosciences, Inc.",465697232,12.32,3.70%,
1176,LUNG,Pulmonx Corporation,465056592,12.32,-0.56%,57412000
1177,CCB,Coastal Financial Corporation,463716512,34.91,-2.08%,239184000
1178,SGHT,"Sight Sciences, Inc.",462794910,9.55,-4.60%,75273000
1179,ATLC,Atlanticus Holdings Corporation,462709758,31.99,4.27%,365428000
1180,NFBK,"Northfield Bancorp, Inc. (Staten Island, NY)",462044886,9.93,-1.19%,160992000
1181,HCVI,Hennessy Capital Investment Corp. VI,461846168,10.16,,
1182,LND,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,461423086,4.67,-2.10%,374417300
1183,AVTE,"Aerovate Therapeutics, Inc.",460733832,18.54,-3.29%,
1184,NRIX,"Nurix Therapeutics, Inc.",460694834,9.71,-0.31%,41691000
1185,KRNY,Kearny Financial Corp.,460601995,6.97,-3.99%,181165000
1186,ARTNA,Artesian Resources Corporation,460565700,48.50,-11.99%,99205000
1187,TRC,Tejon Ranch Co.,460487296,17.24,0.47%,70462000
1188,LEV,The Lion Electric Company,458611634,2.05,-1.44%,171971082
1189,SNDL,SNDL Inc.,457776000,1.76,6.67%,650037681
1190,AMAL,Amalgamated Financial Corp.,456421938,14.91,-4.48%,262768000
1191,IVCB,Investcorp Europe Acquisition Corp I,455831282,10.57,0.09%,
1192,ALPN,"Alpine Immune Sciences, Inc.",455675100,9.50,10.47%,25822000
1193,GOOD,Gladstone Commercial Corporation,455586332,11.39,0.35%,150004000
1194,ICNC,Iconic Sports Acquisition Corp.,455400032,10.56,,
1195,SKYT,"SkyWater Technology, Inc.",455377788,10.26,-1.25%,230914000
1196,EVC,Entravision Communications Corporation,455211386,4.47,-4.08%,998043000
1197,GLDD,Great Lakes Dredge & Dock Corporation,454952340,6.85,,612476000
1198,GHG,GreenTree Hospitality Group Ltd.,454696550,4.45,0.91%,134404775
1199,CRD.A,Crawford & Company,454663074,9.82,4.58%,1268033000
1200,VALU,"Value Line, Inc.",453065280,48.00,-0.58%,40105000
1201,CPAA,Conyers Park III Acquisition Corp.,452943730,10.15,-0.10%,
1202,CAC,Camden National Corporation,452522728,31.01,-1.56%,178775000
1203,PSPC,Post Holdings Partnering Corporation,450992990,10.20,,
1204,KBAL,"Kimball International, Inc.",450599930,12.43,-0.80%,703888000
1205,HTBK,Heritage Commerce Corp,449960814,7.38,-2.89%,199969000
1206,MGTX,MeiraGTx Holdings plc,449822268,7.56,-1.18%,
1207,HAFC,Hanmi Financial Corporation,449029140,14.70,-2.91%,274216000
1208,LBC,Luther Burbank Corporation,448535241,8.79,-0.34%,166188000
1209,OIS,"Oil States International, Inc.",448497108,6.98,1.60%,769861000
1210,MTVC,Motive Capital Corp II,448480618,10.51,,
1211,QSG,QuantaSing Group Ltd,448252824,7.75,10.83%,394661454
1212,RWAY,Runway Growth Finance Corp.,447222672,11.04,0.18%,128603101
1213,OABI,"OmniAb, Inc.",446216000,3.86,-1.53%,66373000
1214,TPIC,"TPI Composites, Inc.",445188304,10.48,-1.50%,1541937000
1215,RONI,Rice Acquisition Corp. II,444860173,10.32,0.05%,
1216,ITRN,Ituran Location and Control Ltd.,444196765,22.09,0.41%,293072000
1217,NFYS,Enphys Acquisition Corp.,444187510,10.30,,
1218,SRRK,Scholar Rock Holding Corporation,444102834,8.18,3.94%,
1219,AIRS,"AirSculpt Technologies, Inc.",443490850,7.81,-2.62%,175063000
1220,ISPR,Ispire Technology Inc.,442500000,8.85,-0.56%,93217566
1221,TRTL,TortoiseEcofin Acquisition Corp. III,442462479,10.26,-0.58%,
1222,ZT,Zimmer Energy Transition Acquisition Corp.,441600020,10.24,0.15%,
1223,IVR,Invesco Mortgage Capital Inc.,441460320,10.60,-1.94%,-129945000
1224,GLOP,GasLog Partners LP,441308736,8.52,-0.12%,384644000
1225,CRD.B,Crawford & Company,441158433,8.33,2.21%,1268033000
1226,DDI,"DoubleDown Interactive Co., Ltd.",440529726,8.89,4.10%,313137000
1227,XPER,Xperi Holding Corporation,440057160,10.35,-0.67%,
1228,ACRO,Acropolis Infrastructure Acquisition Corp.,439875010,10.20,0.20%,
1229,SRI,"Stoneridge, Inc.",439662534,15.98,-0.93%,920190000
1230,TRTX,"TPG RE Finance Trust, Inc.",438926544,5.68,,131675000
1231,BWMX,"Betterware de México, S.A.P.I. de C.V.",438842040,11.76,7.22%,715882973
1232,HIPO,Hippo Holdings Inc.,438809976,18.84,-0.53%,135000000
1233,GAIN,Gladstone Investment Corporation,438267050,13.10,0.15%,81543000
1234,ONEW,OneWater Marine Inc.,438067602,27.82,-1.94%,1857413000
1235,FMNB,Farmers National Banc Corp.,437557328,11.68,-0.09%,156384000
1236,CNTA,Centessa Pharmaceuticals plc,436827546,4.59,4.32%,
1237,FANH,Fanhua Inc.,435785196,7.53,-2.21%,399083788
1238,TRIN,Trinity Capital Inc.,435589434,12.11,-1.06%,155193000
1239,LITT,Logistics Innovation Technologies Corp.,435494640,10.22,-0.20%,
1240,CNSL,"Consolidated Communications Holdings, Inc.",435100770,3.73,-1.58%,1167111000
1241,MITK,"Mitek Systems, Inc.",434740292,9.73,-1.42%,139791000
1242,AMLI,American Lithium Corp.,434175616,2.05,-1.44%,
1243,CECO,CECO Environmental Corp.,434113285,12.55,-1.18%,442754000
1244,SUAC,ShoulderUp Technology Acquisition Corp.,434093021,10.39,0.05%,
1245,OLP,"One Liberty Properties, Inc.",433563679,20.33,-0.49%,93612000
1246,TARS,"Tarsus Pharmaceuticals, Inc.",433147792,16.16,0.19%,27777000
1247,BLNK,Blink Charging Co.,431249910,7.05,-0.98%,73007000
1248,MSBI,"Midland States Bancorp, Inc.",431031207,19.57,-1.56%,310375000
1249,MBI,MBIA Inc.,430372035,7.83,-2.25%,116000000
1250,NVEC,NVE Corporation,428398004,88.68,0.05%,38253592
1251,HVT,"Haverty Furniture Companies, Inc.",428267328,26.34,0.08%,1033022000
1252,HUMA,"Humacyte, Inc.",427782060,4.14,-1.66%,1332000
1253,AMSWA,"American Software, Inc.",427647191,12.66,,128394000
1254,ABUS,Arbutus Biopharma Corporation,426964380,2.57,2.80%,33125000
1255,SNBR,Sleep Number Corporation,425710960,19.19,-1.94%,2113694000
1256,WSR,Whitestone REIT,425552694,8.61,0.35%,141149000
1257,RSVR,"Reservoir Media, Inc.",424298468,6.59,-0.60%,121034722
1258,ALLK,Allakos Inc.,424145490,4.90,1.87%,
1259,YMAB,"Y-mAbs Therapeutics, Inc.",424107554,9.71,-6.09%,75032000
1260,SMWB,Similarweb Ltd.,423477892,5.26,7.35%,201704000
1261,CMBM,Cambium Networks Corporation,422860693,15.43,0.72%,312404000
1262,HUT,Hut 8 Mining Corp.,422629520,1.91,-2.05%,84326087
1263,COOK,"Traeger, Inc.",422536510,3.41,1.49%,585352000
1264,SKE,Skeena Resources Limited,421323120,5.40,1.69%,
1265,LAW,"CS Disco, Inc.",421136766,7.06,3.37%,133851000
1266,ORGO,Organogenesis Holdings Inc.,420038400,3.20,3.56%,461418000
1267,OBIO,"Orchestra BioMed Holdings, Inc.",419076203,15.16,-4.53%,
1268,SRG,Seritage Growth Properties,419040136,7.46,-0.67%,76830000
1269,TRMR,Tremor International Ltd,418457349,5.86,1.21%,335250000
1270,SCPL,SciPlay Corporation,417839975,19.67,0.05%,699400000
1271,ALPP,"Alpine 4 Holdings, Inc.",417685821,2.32,6.91%,104563002
1272,EGY,"VAALCO Energy, Inc.",416414700,3.90,-0.76%,366073000
1273,SLAM,Slam Corp.,416162886,10.48,,
1274,ERAS,"Erasca, Inc.",415625618,2.76,,
1275,HLLY,Holley Inc.,415113660,3.51,-0.28%,660565000
1276,KVSA,Khosla Ventures Acquisition Co.,414617569,10.24,0.10%,
1277,SOHU,Sohu.com Limited,413619298,12.26,-0.65%,702247000
1278,SUPV,Grupo Supervielle S.A.,413480250,2.25,3.21%,626772239
1279,MBWM,Mercantile Bank Corporation,413424496,25.84,-2.45%,198443000
1280,GRVY,"Gravity Co., Ltd.",413320572,59.48,2.11%,416345131
1281,MX,Magnachip Semiconductor Corporation,413166130,9.49,0.96%,290570000
1282,CDNA,"CareDx, Inc",413131008,7.68,0.92%,319639000
1283,HIFS,Hingham Institution for Savings,413030916,192.34,-3.22%,85415000
1284,OPY,Oppenheimer Holdings Inc.,412591662,37.66,,1166592000
1285,ODV,Osisko Development Corp.,412546316,4.94,-0.80%,42268116
1286,HA,"Hawaiian Holdings, Inc.",412380800,8.00,-2.08%,2776656000
1287,TRDA,"Entrada Therapeutics, Inc.",411974770,12.41,-1.97%,25260000
1288,NEGG,"Newegg Commerce, Inc.",411757319,1.09,-5.22%,1720273000
1289,EBS,Emergent BioSolutions Inc.,411754928,8.17,-5.44%,978500000
1290,TILE,"Interface, Inc.",410969928,7.08,-2.07%,1305709000
1291,MRNS,"Marinus Pharmaceuticals, Inc.",410449760,8.12,-0.12%,21672000
1292,GSRM,GSR II Meteora Acquisition Corp.,410334894,10.38,-0.05%,
1293,FF,FutureFuel Corp.,410061184,9.37,-0.95%,427934000
1294,WASH,"Washington Trust Bancorp, Inc.",409992528,24.09,-2.94%,217418000
1295,HCMA,HCM Acquisition Corp,408695614,10.50,-0.28%,
1296,CSV,"Carriage Services, Inc.",407703660,27.30,-1.87%,367527000
1297,SWIM,"Latham Group, Inc.",407500950,3.55,-4.05%,641841000
1298,LXFR,Luxfer Holdings PLC,407319912,14.76,0.20%,427700000
1299,IGIC,International General Insurance Holdings Ltd.,406840640,8.65,4.59%,407176000
1300,ASRT,"Assertio Holdings, Inc.",406349390,7.30,3.11%,162159000
1301,NTGR,"NETGEAR, Inc.",405909526,13.97,-1.06%,902822000
1302,VMD,"Viemed Healthcare, Inc.",405347076,10.59,3.02%,146133000
1303,SB,"Safe Bulkers, Inc.",404773740,3.57,-0.83%,349718000
1304,EGHT,"8x8, Inc.",404711840,3.58,,740781000
1305,GNE,Genie Energy Ltd.,404503705,15.55,2.84%,342976000
1306,DESP,"Despegar.com, Corp.",404265168,6.12,-0.49%,584265000
1307,HCNE,JAWS Hurricane Acquisition Corporation,404206520,10.23,,
1308,THFF,First Financial Corporation,404086991,33.49,-0.95%,207594000
1309,SIGA,"SIGA Technologies, Inc.",403376337,5.66,-1.74%,108559336
1310,MCBS,"MetroCity Bankshares, Inc.",403053511,16.03,-3.67%,135626000
1311,BBCP,"Concrete Pumping Holdings, Inc.",402830700,7.27,-0.55%,409420000
1312,DSGN,"Design Therapeutics, Inc.",402808320,7.20,3.15%,
1313,CATC,Cambridge Bancorp,401727469,51.28,-1.40%,183611000
1314,MAX,"MediaAlpha, Inc.",401533980,6.67,-2.63%,428103000
1315,HDSN,"Hudson Technologies, Inc.",401160765,8.85,-0.06%,318086000
1316,CMPX,"Compass Therapeutics, Inc.",401027190,3.17,3.59%,
1317,SCPH,scPharmaceuticals Inc.,400613920,11.20,2.66%,2063000
1318,CO,Global Cord Blood Corporation,400084454,2.99,,194258594
1319,METC,"Ramaco Resources, Inc.",399726900,9.00,-2.17%,577167000
1320,RRAC,Rigel Resource Acquisition Corp.,398624979,10.63,0.09%,
1321,VNET,"VNET Group, Inc.",398593620,2.69,-1.65%,1013663128
1322,RPTX,Repare Therapeutics Inc.,398577148,9.47,2.60%,137100000
1323,MLR,"Miller Industries, Inc.",398261210,34.81,-1.25%,915186000
1324,XERS,"Xeris Biopharma Holdings, Inc.",398201923,2.90,3.20%,121371000
1325,CPF,Central Pacific Financial Corp.,398061070,14.74,-1.21%,264427000
1326,BLUE,"bluebird bio, Inc.",397980880,3.74,-1.06%,4034000
1327,AXGN,"AxoGen, Inc.",397052640,9.27,0.65%,144241000
1328,OSUR,"OraSure Technologies, Inc.",395983272,5.41,0.84%,474735000
1329,SMBC,"Southern Missouri Bancorp, Inc.",395441430,34.90,1.07%,125533000
1330,TGB,Taseko Mines Limited,395206640,1.37,-1.44%,281735507
1331,DSX,Diana Shipping Inc.,394881270,3.71,,289972000
1332,MXCT,"MaxCyte, Inc.",394685330,3.83,2.13%,41250500
1333,LX,LexinFintech Holdings Ltd.,394527760,2.42,-2.81%,1415467862
1334,TPB,"Turning Point Brands, Inc.",394266910,22.42,1.08%,415075000
1335,AHRN,Ahren Acquisition Corp.,394122898,10.51,-0.10%,
1336,PPYA,Papaya Growth Opportunity Corp. I,393760414,10.47,,
1337,OMER,Omeros Corporation,393308288,6.26,8.49%,
1338,ALVR,"AlloVir, Inc.",392133720,4.19,1.95%,
1339,EVTL,Vertical Aerospace Ltd.,392006145,1.83,-5.67%,
1340,PETQ,"PetIQ, Inc.",391903410,13.45,4.67%,936289000
1341,ORC,"Orchid Island Capital, Inc.",391740349,10.01,-0.60%,-85180000
1342,BWMN,Bowman Consulting Group Ltd.,391588938,27.63,-0.40%,285354000
1343,BFLY,"Butterfly Network, Inc.",391547520,1.92,,73292000
1344,NGL,NGL Energy Partners LP,391339560,2.98,-0.67%,9179317000
1345,MBSC,M3-Brigade Acquisition III Corp.,390750000,10.42,0.10%,
1346,TSAT,Telesat Corporation,389792133,7.79,0.13%,756822000
1347,TRVG,trivago N.V.,389631498,1.14,-5.79%,591741304
1348,AAN,"The Aaron's Company, Inc.",388831446,12.58,-3.16%,2347713000
1349,ANIK,"Anika Therapeutics, Inc.",387449244,26.52,2.08%,157467000
1350,JUN,Juniper II Corp.,384588729,10.29,,
1351,GOGN,GoGreen Investments Corporation,384509550,10.73,0.33%,
1352,MLYS,"Mineralys Therapeutics, Inc.",384096914,15.51,-2.21%,
1353,STRW,Strawberry Fields REIT LLC,383913024,7.21,0.14%,93831000
1354,EDAP,EDAP TMS S.A.,382937138,10.37,-0.29%,61853261
1355,DJCO,Daily Journal Corporation,380500930,276.32,-1.78%,60219000
1356,CXAC,C5 Acquisition Corporation,379859354,10.57,,
1357,BRLT,"Brilliant Earth Group, Inc.",379661453,3.54,-2.21%,437542000
1358,HBNC,"Horizon Bancorp, Inc.",379399320,8.60,-2.05%,239688000
1359,TPVG,TriplePoint Venture Growth BDC Corp.,378752180,10.70,-0.47%,125704000
1360,GCO,Genesco Inc.,377898048,30.08,-4.54%,2384888000
1361,ANGO,"AngioDynamics, Inc.",376861383,9.63,0.21%,334676000
1362,SENEA,Seneca Foods Corporation,376579562,49.53,0.59%,1510678000
1363,QRTEB,"Qurate Retail, Inc.",376155267,5.22,-3.33%,11867000000
1364,APTM,Alpha Partners Technology Merger Corp.,375884194,10.39,0.78%,
1365,HONE,"HarborOne Bancorp, Inc.",375521848,8.06,-4.16%,189864000
1366,NEWP,New Pacific Metals Corp.,375347091,2.39,-1.65%,
1367,MUX,McEwen Mining Inc.,374203764,7.89,1.15%,119627000
1368,VHI,"Valhi, Inc.",374137785,13.23,-1.64%,2143000000
1369,IBEX,IBEX Limited,373536560,20.47,3.96%,522569000
1370,BFST,"Business First Bancshares, Inc.",373462625,14.75,-1.40%,231162000
1371,SPFI,"South Plains Financial, Inc.",372494022,21.83,-0.37%,205507000
1372,PWUP,PowerUp Acquisition Corp.,371953146,10.35,,
1373,XPDB,Power & Digital Infrastructure Acquisition II Corp.,371953146,10.35,,
1374,PNNT,PennantPark Investment Corporation,371779650,5.70,0.71%,118591000
1375,SLND,"Southland Holdings, Inc.",371693545,8.37,-1.30%,1436260000
1376,TIGR,UP Fintech Holding Limited,371042381,2.40,3.00%,206697024
1377,SMBK,"SmartFinancial, Inc.",370689380,21.80,-0.95%,167331000
1378,LYTS,LSI Industries Inc.,370482162,13.06,-2.39%,500812000
1379,FWAC,Fifth Wall Acquisition Corp. III,370461011,10.50,0.10%,
1380,SENEB,Seneca Foods Corporation,370358099,48.45,,1510678000
1381,GAMC,Golden Arrow Merger Corp.,369788175,10.33,,
1382,SJT,San Juan Basin Royalty Trust,369607784,7.93,-6.04%,64118494
1383,CCNE,CNB Financial Corporation,368384874,17.49,-2.56%,219599000
1384,CTO,"CTO Realty Growth, Inc.",368216708,16.22,-0.49%,89827000
1385,RMR,The RMR Group Inc.,367955730,22.14,-0.32%,912440000
1386,WVE,Wave Life Sciences Ltd.,367910921,3.74,5.06%,14828000
1387,PNTG,"The Pennant Group, Inc.",367883800,12.37,0.98%,485795000
1388,CMPS,COMPASS Pathways plc,367710902,8.06,-4.28%,
1389,HRZN,Horizon Technology Finance Corporation,366804480,12.80,0.23%,93024000
1390,INSE,"Inspired Entertainment, Inc.",366167556,13.94,-2.31%,290800000
1391,CHRS,"Coherus BioSciences, Inc.",365713780,4.54,0.67%,183363000
1392,NETC,Nabors Energy Transition Corp.,365699989,10.60,-0.09%,
1393,QRTEA,"Qurate Retail, Inc.",365258357,0.85,-21.00%,11867000000
1394,GATO,"Gatos Silver, Inc.",365176416,5.28,,
1395,CABA,"Cabaletta Bio, Inc.",364809240,11.64,-5.37%,
1396,GAMB,Gambling.com Group Limited,364703000,10.00,2.04%,83614000
1397,BHB,Bar Harbor Bankshares,364506452,24.07,-2.00%,152160000
1398,ATEK,Athena Technology Acquisition Corp. II,363475244,10.35,0.13%,
1399,SST,"System1, Inc.",363305594,3.20,-0.62%,
1400,NUTX,"Nutex Health, Inc.",362983350,0.56,11.72%,196496481
1401,EVE,EVe Mobility Acquisition Corp,362659127,10.52,0.10%,
1402,NFNT,Infinite Acquisition Corp.,362594989,10.51,0.10%,
1403,PRPL,"Purple Innovation, Inc.",362474250,3.45,-4.43%,541885000
1404,BLEU,bleuacacia ltd,362250011,10.50,0.77%,
1405,KCGI,Kensington Capital Acquisition Corp. V,361904990,10.49,,
1406,BMAC,Black Mountain Acquisition Corp.,361904990,10.49,0.38%,
1407,TSP,TuSimple Holdings Inc.,361132816,1.60,9.59%,8693000
1408,RAIN,Rain Therapeutics Inc.,361086576,9.93,1.74%,
1409,CGEM,"Cullinan Oncology, Inc.",360780812,9.17,4.20%,
1410,PSTL,"Postal Realty Trust, Inc.",360262584,14.64,-0.27%,56547000
1411,PACI,PROOF Acquisition Corp I,360176550,10.44,0.09%,
1412,KALV,"KalVista Pharmaceuticals, Inc.",359803782,10.53,1.25%,
1413,RMNI,"Rimini Street, Inc.",359212560,4.04,-2.18%,417264000
1414,DBVT,DBV Technologies S.A.,359039905,1.91,-1.80%,4860713
1415,SLQT,"SelectQuote, Inc.",358312533,2.15,4.37%,917494000
1416,CNDB,Concord Acquisition Corp III,358110000,10.38,,
1417,INVZ,Innoviz Technologies Ltd.,357163640,2.62,-9.81%,5262000
1418,CNDA,Concord Acquisition Corp II,356774308,10.19,-0.08%,
1419,NUVB,Nuvation Bio Inc.,356650520,1.63,1.87%,
1420,VNDA,Vanda Pharmaceuticals Inc.,356153420,6.20,1.47%,256688000
1421,AMBI,Ambipar Emergency Response,356137108,6.43,-1.91%,318505860
1422,TTI,"TETRA Technologies, Inc.",355723500,2.75,-1.08%,569385000
1423,JUGG,Jaws Juggernaut Acquisition Corporation,355695010,10.31,,
1424,MGNX,"MacroGenics, Inc.",355573675,5.75,-1.03%,165336000
1425,AVNW,"Aviat Networks, Inc.",355462549,31.07,1.27%,332835000
1426,CPSI,"Computer Programs and Systems, Inc.",355216935,24.45,2.17%,335010000
1427,REI,"Ring Energy, Inc.",355160275,1.82,0.55%,367151417
1428,EMLD,FTAC Emerald Acquisition Corp.,354599543,10.29,0.10%,
1429,ATXS,"Astria Therapeutics, Inc.",354413785,12.65,0.64%,
1430,GLAD,Gladstone Capital Corporation,354230646,9.46,0.42%,69578000
1431,GCBC,"Greene County Bancorp, Inc.",353816904,20.78,-1.56%,74518000
1432,ZYXI,"Zynex, Inc.",352992465,9.63,0.52%,169254000
1433,ARAY,Accuray Incorporated,352375458,3.69,2.50%,439336000
1434,MYTE,MYT Netherlands Parent B.V.,352256980,4.15,9.21%,804022826
1435,KODK,Eastman Kodak Company,350697828,4.42,1.38%,1193000000
1436,SOI,"Solaris Oilfield Infrastructure, Inc.",350252464,7.94,0.51%,345812000
1437,GHI,Greystone Housing Impact Investors LP,349788537,15.39,-3.09%,86805176
1438,LPSN,"LivePerson, Inc.",349023510,4.42,-1.12%,492264000
1439,IBCP,Independent Bank Corporation,348826500,16.50,-2.65%,199439000
1440,HTBI,"HomeTrust Bancshares, Inc.",348096804,20.04,-1.18%,157868000
1441,VERA,"Vera Therapeutics, Inc.",347892246,7.86,6.22%,
1442,EQBK,"Equity Bancshares, Inc.",347858070,22.47,-0.88%,198504000
1443,LOCO,"El Pollo Loco Holdings, Inc.",346922676,9.63,-2.03%,474437000
1444,TROO,"TROOPS, Inc.",346449180,3.41,2.10%,3875000
1445,IVCA,Investcorp India Acquisition Corp,345431784,10.68,0.85%,
1446,BHR,Braemar Hotels & Resorts Inc.,345086804,4.08,,723006000
1447,BHIL,"Benson Hill, Inc.",344395233,1.66,11.41%,423431000
1448,BRT,BRT Apartments Corp.,344279205,17.95,1.70%,82032000
1449,FTCI,"FTC Solar, Inc.",344020600,3.08,1.99%,114407000
1450,ESQ,"Esquire Financial Holdings, Inc.",344011920,42.00,-2.01%,93184000
1451,OTLK,"Outlook Therapeutics, Inc.",343933791,1.34,9.84%,
1452,SPCM,"Sound Point Acquisition Corp I, Ltd",343814583,10.63,,
1453,SFIX,"Stitch Fix, Inc.",343146350,3.05,-2.56%,1842555000
1454,GLRE,"Greenlight Capital Re, Ltd.",342400836,9.71,-1.82%,548640000
1455,ML,MoneyLion Inc.,342238026,9.92,-7.72%,364700000
1456,LOVE,The Lovesac Company,342052956,22.51,-4.78%,651545000
1457,MTAL,Metals Acquisition Corp,342040889,10.32,,
